tweet_id,set
1393520329486651393,covid
1393518461964402689,covid
1393501860330409991,covid
1393492289431932930,covid
1393457167479582721,covid
1393299002393825292,covid
1393297976987111424,covid
1393293664907055106,covid
1393244931800584193,covid
1393217138823999488,covid
1393215913713971200,covid
1393212443850158083,covid
1393186007831490564,covid
1393174821966651392,covid
1393171885047828481,covid
1393149171016904705,covid
1393149105686392832,covid
1393149073084067844,covid
1393149031975632897,covid
1393092187102105601,covid
1393088434894479363,covid
1392935732612902914,covid
1392933577197826049,covid
1392856044607610880,covid
1392855389364969474,covid
1392842039025352706,covid
1392815959912718343,covid
1392814899395547141,covid
1392814849311313924,covid
1392789075778748421,covid
1392769935517093888,covid
1392768137431601159,covid
1392766780389707777,covid
1392764440525877250,covid
1392762973396025349,covid
1392760379021856768,covid
1392759774194843649,covid
1392746311959654401,covid
1392595126820741121,covid
1392591466900373506,covid
1392583771937984521,covid
1392578118838272005,covid
1392563945819590656,covid
1392554049178898436,covid
1392481503599267842,covid
1392479031220658180,covid
1392447355748864000,covid
1392366992406061057,covid
1392365887211048968,covid
1392364843420766212,covid
1392247952782024713,covid
1392216545481437186,covid
1392202378896723971,covid
1392200056678371330,covid
1392191142469459973,covid
1392179025511124996,covid
1392176830870925317,covid
1392174198194331650,covid
1392162704287322112,covid
1392130401108385800,covid
1392109217180536836,covid
1392106169032978437,covid
1392103466357624837,covid
1392055512171171842,covid
1392055483612205057,covid
1392044961789530113,covid
1392043878568628224,covid
1392030751881838592,covid
1392029645529395202,covid
1392017726521192448,covid
1391990226571177987,covid
1391989310052786176,covid
1391895679015006211,covid
1391860189133934594,covid
1391856141785870340,covid
1391821633468383235,covid
1391671323961737216,covid
1391636827283595266,covid
1391488971356712966,covid
1391385610087194624,covid
1391380164832022532,covid
1391371579276279812,covid
1391363070069518336,covid
1391337364891516930,covid
1391335748054421505,covid
1391333139365212160,covid
1391332378971344901,covid
1391331506577158146,covid
1391330479056560128,covid
1391329373572173826,covid
1391327174100144136,covid
1391324701927030788,covid
1391323358994776069,covid
1391257557533069317,covid
1391184809746173953,covid
1391184084647522307,covid
1391181707961847809,covid
1391176969740554241,covid
1391175202256695297,covid
1391159600699879431,covid
1391132353318293511,covid
1391090319652016133,covid
1391058119703375875,covid
1391057183442358273,covid
1391056307973672962,covid
1391049797528920064,covid
1391033782250131456,covid
1391025500278214660,covid
1390989604518510594,covid
1390969198394974208,covid
1390962851972538369,covid
1390958254432325634,covid
1390950441563918339,covid
1390949694340280320,covid
1390780773687603203,covid
1390773044344410113,covid
1390766768113729536,covid
1390764952655380483,covid
1390720346559496194,covid
1390712050825977865,covid
1390685291460108289,covid
1390681984867913732,covid
1390672504105193472,covid
1390669393022099458,covid
1390658602927538178,covid
1390654761687474179,covid
1390632774785282055,covid
1390610233513299972,covid
1390601311138234369,covid
1390579233005654020,covid
1390539682581291008,covid
1390406207903617030,covid
1390396754227613697,covid
1390383553347735555,covid
1390373149922021383,covid
1390371843375345673,covid
1390370727845634056,covid
1390360853204058117,covid
1390357130721509376,covid
1390355008848384000,covid
1390346033222270978,covid
1390329272380821504,covid
1390289897936855043,covid
1390273663174381568,covid
1390250981741449220,covid
1390250896345419777,covid
1390250760626188288,covid
1390250726132158469,covid
1390232814835093506,covid
1390222652057456643,covid
1390220136548872194,covid
1390219623958724613,covid
1390218418805170180,covid
1390214320441761792,covid
1390034879715454982,covid
1390034394748960768,covid
1390000624587190280,covid
1389993384874479623,covid
1389993243539017733,covid
1389992812804984845,covid
1389992739119542277,covid
1389992434583678987,covid
1389992369848823809,covid
1389992327163387910,covid
1389991820831117312,covid
1389991726060822534,covid
1389991676807196677,covid
1389991641541496837,covid
1389991574407421954,covid
1389991536994177029,covid
1389981837523656704,covid
1389693580004974601,covid
1389686631242903558,covid
1389681658706661385,covid
1389671823844036613,covid
1389637958328803328,covid
1389615105227243527,covid
1389614299409158145,covid
1389613253509136391,covid
1389601330617110535,covid
1389596745152204800,covid
1389596496518078464,covid
1389596397603893254,covid
1389596353899245573,covid
1389596293203431425,covid
1389596220675575808,covid
1389596167407816704,covid
1389596000600436742,covid
1389595891712110596,covid
1389595685314572288,covid
1389595654612295682,covid
1389595612719599616,covid
1389595134967308292,covid
1389595081364156416,covid
1389594873897050113,covid
1389594841965809674,covid
1389543603136040960,covid
1389517650221543426,covid
1389382015808638978,covid
1389375284202385413,covid
1389373880675061764,covid
1389373441887846401,covid
1389373346677149698,covid
1389373292398661635,covid
1389373098676441090,covid
1389373069152636929,covid
1389372848666513408,covid
1389372791145865221,covid
1389372721457504256,covid
1389372226357669891,covid
1389372146531672067,covid
1389352829672906752,covid
1389331646990671873,covid
1389319516459503616,covid
1389318188345745408,covid
1389303498911719427,covid
1389293872568807427,covid
1389267840470077443,covid
1389263950697701381,covid
1389263877947510784,covid
1389263066144067590,covid
1389263030656159745,covid
1389262985802272771,covid
1389262933113417734,covid
1389238455553728514,covid
1389224105187098624,covid
1389223972840038405,covid
1389223871006576645,covid
1389223727796310018,covid
1389223654165262339,covid
1389223620363407360,covid
1389223307187298305,covid
1389223200219963401,covid
1389222798212665348,covid
1389222752394043397,covid
1389222717463871494,covid
1389222686635839492,covid
1389222580394106891,covid
1389222409128095751,covid
1389222117024182274,covid
1389222039106506754,covid
1389221980277284864,covid
1389221485055778822,covid
1389221078803877894,covid
1389220802353057796,covid
1389220771562758153,covid
1389220418314293252,covid
1389220381379203080,covid
1389220341566873604,covid
1389220088570646532,covid
1389218365831585792,covid
1389218224701587461,covid
1389218175691149319,covid
1389153583334047746,covid
1389152869027307520,covid
1389151312751759363,covid
1389141191229419521,covid
1389139167116943362,covid
1389098861336141825,covid
1388993660218482689,covid
1388989772199247881,covid
1388978793172307969,covid
1388975746228625408,covid
1388975367780712449,covid
1388975012711915529,covid
1388974870533398528,covid
1388974776526442496,covid
1388974286044635140,covid
1388974177604997130,covid
1388974121774637057,covid
1388974065373876228,covid
1388974029126701056,covid
1388973994745995268,covid
1388962624113631232,covid
1388940678672048133,covid
1388924104867262468,covid
1388923998386393092,covid
1388923911908339712,covid
1388909180149452807,covid
1388909089393106952,covid
1388909051627646981,covid
1388908166386180102,covid
1388878823136038917,covid
1388878714721742849,covid
1388878661785427968,covid
1388860326486085633,covid
1388860282815062017,covid
1388860260568477701,covid
1388860214619869192,covid
1388860159020077060,covid
1388860110349508613,covid
1388859988962119680,covid
1388859861648216069,covid
1388859746569138177,covid
1388859694949806085,covid
1388859656114741262,covid
1388858280542355456,covid
1388849991695880194,covid
1388836656745226241,covid
1388823865724448768,covid
1388819169932726276,covid
1388815634746814466,covid
1388807229038637057,covid
1388798361839493120,covid
1388779983536107525,covid
1388777474302042116,covid
1388774404360900608,covid
1388770973885911040,covid
1388765391229493248,covid
1388740019741986819,covid
1388647021674995712,covid
1388646808587489288,covid
1388646711631958016,covid
1388626997316833283,covid
1388603396207386625,covid
1388594117098213385,covid
1388575384573186051,covid
1388575258320556033,covid
1388574004622073861,covid
1388573543651319808,covid
1388568192503668737,covid
1388568184287006725,covid
1388567885648470018,covid
1388567542378205185,covid
1388567199540039680,covid
1388567041305677831,covid
1388566813898952704,covid
1388566546004467713,covid
1388563441380626433,covid
1388559686555799552,covid
1388558152891838465,covid
1388552204701814790,covid
1388551667570905093,covid
1388547859910381571,covid
1388545424441622538,covid
1388542389715886082,covid
1388540370619977730,covid
1388540093363724290,covid
1388536358420062209,covid
1388533027647676416,covid
1388532960970817540,covid
1388532736642723841,covid
1388532691591651333,covid
1388532567964520448,covid
1388532515909120002,covid
1388531948214177794,covid
1388531889472954372,covid
1388531664113082376,covid
1388530859930685442,covid
1388530539590729738,covid
1388530343070871559,covid
1388529940472205314,covid
1388528236523577348,covid
1388526010161827844,covid
1388525151889805323,covid
1388524944779321344,covid
1388524861606268931,covid
1388524437553745921,covid
1388523889970589696,covid
1388517774339842050,covid
1388517568944693251,covid
1388516446779715585,covid
1388516133343539212,covid
1388514253586456578,covid
1388513958332600320,covid
1388513914867130370,covid
1388513761078743040,covid
1388513661791125509,covid
1388513494035832833,covid
1388507119796817922,covid
1388504585254416387,covid
1388504404265996288,covid
1388503058926166016,covid
1388503015183769601,covid
1388502963744878593,covid
1388502910531776514,covid
1388502858014904324,covid
1388502624354373632,covid
1388502519404535810,covid
1388500591937196035,covid
1388500508550311940,covid
1388500422646771717,covid
1388500300974235648,covid
1388500198863917060,covid
1388500095415558148,covid
1388499791768866819,covid
1388498963381334019,covid
1388498291214721026,covid
1388498286567436294,covid
1388498142472048642,covid
1388497896455163905,covid
1388497673821511684,covid
1388497582763225102,covid
1388497460998385671,covid
1388497141534973959,covid
1388496989411811331,covid
1388496948068560896,covid
1388496905714520067,covid
1388496849234014212,covid
1388496743403335682,covid
1388496691427381253,covid
1388496517460369411,covid
1388496285095899136,covid
1388494873242836996,covid
1388494408627200002,covid
1388494016392609796,covid
1388493060242280453,covid
1388492732788887553,covid
1388491209019117573,covid
1388488225547751428,covid
1388486937955258370,covid
1388486493367308289,covid
1388485605101867009,covid
1388485446582292481,covid
1388484869282541569,covid
1388483865556234241,covid
1388482904079183875,covid
1388481019834216452,covid
1388480507856498690,covid
1388479499206107142,covid
1388478902507614209,covid
1388471196870758400,covid
1388471093720199172,covid
1388470960458719233,covid
1388469068882190343,covid
1388468443507212295,covid
1388468308270329858,covid
1388467734535675913,covid
1388466075050840065,covid
1388464365129637890,covid
1388463439832653824,covid
1388462885488283649,covid
1388462410852442115,covid
1388462228173737984,covid
1388460957320548357,covid
1388459155946622978,covid
1388458035639619586,covid
1388457712019779586,covid
1388456413274558464,covid
1388456280902209544,covid
1388456177646833665,covid
1388455822875840514,covid
1388455267411664897,covid
1388455187275190275,covid
1388453898126512130,covid
1388453364376166400,covid
1388451372656467968,covid
1388451242435883011,covid
1388448135144513536,covid
1388446648683143168,covid
1388446588545163264,covid
1388446514461253634,covid
1388445589852102656,covid
1388445231352328194,covid
1388445033779580928,covid
1388444965068582912,covid
1388444739758870528,covid
1388444559680675840,covid
1388444348073881603,covid
1388442095937998853,covid
1388441986441547788,covid
1388441607381430272,covid
1388441522442579969,covid
1388441216015077376,covid
1388440078599409664,covid
1388437706603220992,covid
1388437659547312132,covid
1388434990069846019,covid
1388434655549001733,covid
1388434392465514496,covid
1388433053874278401,covid
1388432985918160896,covid
1388432954880405508,covid
1388432331195695105,covid
1388431320867561475,covid
1388428917103542279,covid
1388427026919473159,covid
1388426996955418625,covid
1388426603441631233,covid
1388425983145959424,covid
1388425929412710401,covid
1388425353757069313,covid
1388425128682397697,covid
1388425034050457601,covid
1388423711225794561,covid
1388422384735199235,covid
1388422310265298944,covid
1388420534778703875,covid
1388420357456007169,covid
1388419958489686023,covid
1388419908631994368,covid
1388419643812061189,covid
1388419061588049922,covid
1388419047671336961,covid
1388417850713518081,covid
1388417801820512258,covid
1388417722866966532,covid
1388417578901643265,covid
1388417567295950848,covid
1388417211602243584,covid
1388414848141307911,covid
1388414514635448320,covid
1388414385404665858,covid
1388414026380685314,covid
1388412594768302081,covid
1388411680099549185,covid
1388410631653625858,covid
1388410398269919235,covid
1388409361257598979,covid
1388406523072765952,covid
1388405793964298244,covid
1388405049592893444,covid
1388403274638823425,covid
1388403156040695811,covid
1388401023501357058,covid
1388398267088740352,covid
1388398117721190402,covid
1388397845036871681,covid
1388396693700456449,covid
1388396631666696196,covid
1388395768491483136,covid
1388395460600152066,covid
1388395130013507584,covid
1388394959653457926,covid
1388391822792265729,covid
1388390360322383874,covid
1388388978945048576,covid
1388388819658022915,covid
1388388217636917250,covid
1388387899427758085,covid
1388385673154113542,covid
1388385587174985728,covid
1388384985585958912,covid
1388384843474550785,covid
1388381796010799104,covid
1388377587777421312,covid
1388377299486191616,covid
1388376258271141889,covid
1388375303739826178,covid
1388373652236865536,covid
1388373594359611395,covid
1388371706595749888,covid
1388371378819239938,covid
1388371076212740100,covid
1388369441755381761,covid
1388369197042909184,covid
1388369167607386114,covid
1388368465220804610,covid
1388368434317172737,covid
1388368359071309831,covid
1388366287265570817,covid
1388363176262213633,covid
1388361626487767046,covid
1388357922909048837,covid
1388315546010234881,covid
1388314168294526976,covid
1388307695619411971,covid
1388306425613479937,covid
1388302158534225927,covid
1388300446134161419,covid
1388297031555428353,covid
1388294606010343427,covid
1388292090602430466,covid
1388288001873170444,covid
1388287783601590272,covid
1388280679276978186,covid
1388280338783293443,covid
1388277744585355265,covid
1388275041087938562,covid
1388274264437108738,covid
1388273252913623042,covid
1388272318296870914,covid
1388271279774617613,covid
1388271146072743936,covid
1388270638285078529,covid
1388262439200907271,covid
1388261890162364421,covid
1388258336227921921,covid
1388253069461368838,covid
1388251209719558146,covid
1388250810132451339,covid
1388250070932463619,covid
1388244046812827648,covid
1388235984937095183,covid
1388233730993672195,covid
1388232837741096960,covid
1388232075191492609,covid
1388231938306105348,covid
1388231608445120514,covid
1388231556582592515,covid
1388231417331650561,covid
1388231403284930565,covid
1388231340122837001,covid
1388231298259488769,covid
1388231245293768705,covid
1388229556507746309,covid
1388227224617332738,covid
1388227066093608961,covid
1388226377711751168,covid
1388225977596235781,covid
1388225962840571909,covid
1388225628638416906,covid
1388224650732265474,covid
1388224607010885634,covid
1388224585309507587,covid
1388224143695437827,covid
1388222726939238402,covid
1388222322071457798,covid
1388221732289490954,covid
1388221653553909764,covid
1388221380274044932,covid
1388220421338763405,covid
1388220183202967557,covid
1388219686232395782,covid
1388218876534607878,covid
1388217702884552707,covid
1388217139153285127,covid
1388215769859756035,covid
1388215664763097090,covid
1388214968722542593,covid
1388213912374550535,covid
1388213204053118979,covid
1388212051311566856,covid
1388210430334676994,covid
1388210299153563652,covid
1388208964609925120,covid
1388208717758349313,covid
1388208565131911168,covid
1388207651507654660,covid
1388207334476890113,covid
1388206970830741504,covid
1388206770254974980,covid
1388206725954772994,covid
1388206315697233920,covid
1388206123975651328,covid
1388206000637976577,covid
1388205887010091010,covid
1388204355912880138,covid
1388204071404941313,covid
1388204009861812227,covid
1388204007852806150,covid
1388202675192336384,covid
1388202136677257223,covid
1388201910201724934,covid
1388199874953457666,covid
1388199719357358088,covid
1388199310181998597,covid
1388198516590317580,covid
1388198228735180802,covid
1388197767382712320,covid
1388197662034366469,covid
1388197324988600320,covid
1388197316012691462,covid
1388197131283046400,covid
1388195300804894729,covid
1388195197998313474,covid
1388194971270926341,covid
1388194404255547398,covid
1388193206123302915,covid
1388191684387868680,covid
1388191389205286914,covid
1388190940108570631,covid
1388190715071635465,covid
1388190564517040129,covid
1388190422892257281,covid
1388189956628172802,covid
1388189269202804736,covid
1388188632540930055,covid
1388187977713692679,covid
1388186901920817159,covid
1388186574903562243,covid
1388186108589187074,covid
1388185436988784640,covid
1388185295653384196,covid
1388185010587439110,covid
1388184585419337736,covid
1388184160565612546,covid
1388182920981008385,covid
1388182789745520640,covid
1388182777271574531,covid
1388182451193884680,covid
1388182442431942657,covid
1388181656633286661,covid
1388180774457851906,covid
1388180747266232322,covid
1388180459729870850,covid
1388180028588843008,covid
1388179965401837578,covid
1388179832211709954,covid
1388178417510715398,covid
1388177195407925251,covid
1388177089157689348,covid
1388177084183363585,covid
1388177040973737988,covid
1388176815877935106,covid
1388176304659443726,covid
1388175331681517578,covid
1388175327462105089,covid
1388174610823270403,covid
1388174457915727877,covid
1388173911251165186,covid
1388173851801096196,covid
1388173833224572929,covid
1388173754702966784,covid
1388173749044846597,covid
1388173465241456641,covid
1388173243228606466,covid
1388173001837924354,covid
1388172378996346883,covid
1388171951668137984,covid
1388171661304897541,covid
1388171432421695488,covid
1388171255627632640,covid
1388171035426660355,covid
1388170819461951495,covid
1388170019633344519,covid
1388169840301596672,covid
1388169679135457284,covid
1388168880703614981,covid
1388168778006110212,covid
1388168162789793792,covid
1388168105629790209,covid
1388167906916241413,covid
1388166888203694090,covid
1388166223511306245,covid
1388166150220099585,covid
1388165478288347145,covid
1388165106467475457,covid
1388165057410961409,covid
1388164859599233024,covid
1388164806864248842,covid
1388164626001637377,covid
1388164497593012227,covid
1388164114858582017,covid
1388164081719250947,covid
1388164051151331329,covid
1388163974793990147,covid
1388163662448300048,covid
1388163659113930758,covid
1388163576863633416,covid
1388163491563986951,covid
1388163273569275906,covid
1388163216740585481,covid
1388162868630233088,covid
1388162722337017860,covid
1388162638803316741,covid
1388162608973467652,covid
1388162503620927497,covid
1388162479956578311,covid
1388162193863155715,covid
1388162053949513734,covid
1388161641502621702,covid
1388161615355383809,covid
1388161400460173315,covid
1388161233464045568,covid
1388161221061488646,covid
1388160977296936965,covid
1388160961077551107,covid
1388160396469616649,covid
1388160370397917184,covid
1388158583280447495,covid
1388158186469928961,covid
1388157254688464902,covid
1388156180275605505,covid
1388155195385909250,covid
1388154771140497410,covid
1388154529200447490,covid
1388153608860995592,covid
1388153418401947651,covid
1388153030114258946,covid
1388152900086603780,covid
1388152218973614084,covid
1388152135225905159,covid
1388151991822700547,covid
1388151479995883524,covid
1388151062406778880,covid
1388150543382728713,covid
1388149263754948608,covid
1388147205593239555,covid
1388146668374216705,covid
1388146645519437824,covid
1388145934157156355,covid
1388145563691016195,covid
1388145389820317701,covid
1388144482403721217,covid
1388144297007099904,covid
1388144146863599616,covid
1388144112671592450,covid
1388144058107940867,covid
1388143613444595713,covid
1388142474602889217,covid
1388142392897855495,covid
1388142368357031937,covid
1388142308277821443,covid
1388142233556246532,covid
1388142204993081346,covid
1388142175163191296,covid
1388141739022635010,covid
1388141353243119620,covid
1388141196745187339,covid
1388141084761640962,covid
1388140895833317382,covid
1388140232684486657,covid
1388140134042845184,covid
1388139682328977408,covid
1388139573398605824,covid
1388139557200318464,covid
1388139502078763011,covid
1388139459124813825,covid
1388138821246652418,covid
1388138114670120963,covid
1388137525437419526,covid
1388137122654298122,covid
1388137032128638976,covid
1388137024713076737,covid
1388136961500749828,covid
1388136862863265796,covid
1388136556586803205,covid
1388135731978194944,covid
1388135586779877376,covid
1388135358890663943,covid
1388134723705311235,covid
1388131624236224519,covid
1388131562613579777,covid
1388130081818742786,covid
1388128317711294467,covid
1388128189671747588,covid
1388127721704800257,covid
1388127716344483852,covid
1388126631127101444,covid
1388126365266976768,covid
1388125984117956610,covid
1388124391846916096,covid
1388123874705952774,covid
1388123131429195778,covid
1388122350755921927,covid
1388105225052037126,covid
1388038108000686081,covid
1387988650445660163,covid
1387864742585323525,covid
1387827268773367810,covid
1387827195989708801,covid
1387827171046088706,covid
1387827050845720577,covid
1387826907996172291,covid
1387826897795563528,covid
1387817416156229632,covid
1387779428848111623,covid
1387747281529622532,covid
1387736937189060617,covid
1387734017290670080,covid
1387669708695085059,covid
1387642951841558528,covid
1387632205187457024,covid
1387496716513972226,covid
1387471494914187271,covid
1387430818491125762,covid
1387391244054245376,covid
1387365484409020416,covid
1387325599887380490,covid
1387290831380533250,covid
1387154338187972610,covid
1387088842096877569,covid
1387079954878369798,covid
1387052866855084040,covid
1387036420385255431,covid
1387031184929136641,covid
1386884032496119813,covid
1386777440471687174,covid
1386773721818537990,covid
1386730115170775041,covid
1386708722525917184,covid
1386692168019062785,covid
1386691764413767680,covid
1386687632084770819,covid
1386684627407015937,covid
1386684305900982273,covid
1386683960265216001,covid
1386683672703782924,covid
1386682594092363780,covid
1386647613173379075,covid
1386614543867056134,covid
1386610086567628801,covid
1386609004462452736,covid
1386606551088222210,covid
1386603658972913665,covid
1386602089728577536,covid
1386600964971446275,covid
1386583778768957443,covid
1386581532849102848,covid
1386457662276132869,covid
1386456329322119170,covid
1386455342775738368,covid
1386454718927540227,covid
1386451105052250119,covid
1386450260516552704,covid
1386449420737302534,covid
1386447767896305664,covid
1386446880121491457,covid
1386444008159862786,covid
1386443524862787584,covid
1386443091578548228,covid
1386438314383708165,covid
1386430481881657344,covid
1386367847148949507,covid
1386357375624437763,covid
1386354722924343300,covid
1386342275530305538,covid
1386326060455825412,covid
1386307968795242500,covid
1386298576024788993,covid
1386232148626116610,covid
1386224666440871938,covid
1386222027774832641,covid
1386220586146439171,covid
1386076715022266370,covid
1386043765861883904,covid
1386038603441135618,covid
1386038005928955911,covid
1385993069934284803,covid
1385992430827315203,covid
1385990969523376128,covid
1385986061982216192,covid
1385954290141958144,covid
1385889702931271680,covid
1385883890208985093,covid
1385863753447747590,covid
1385720961677266947,covid
1385694614762528772,covid
1385690061660901376,covid
1385689883289833472,covid
1385672298309595144,covid
1385672082537725953,covid
1385656144342003713,covid
1385655217883058176,covid
1385637886129754121,covid
1385614307623378950,covid
1385530178756038656,covid
1385528155914571781,covid
1385515834311954432,covid
1385469191449362433,covid
1385366962218352648,covid
1385330350025494533,covid
1385304386134495233,covid
1385240810187333636,covid
1385200068442181639,covid
1385105616256000006,covid
1384936976676175872,covid
1384913608908410882,covid
1384862097838854146,covid
1384841805187977216,covid
1384823655427891201,covid
1384805206160990208,covid
1384677955750739968,covid
1384600938762153988,covid
1384598786627018757,covid
1384595322299633666,covid
1384555244252696576,covid
1384526719210737669,covid
1384524885666451456,covid
1384523935568515074,covid
1384523246004056064,covid
1384521050113851394,covid
1384511180631326723,covid
1384503496825876481,covid
1384503395550179331,covid
1384501350386573315,covid
1384489293440299013,covid
1384478346680143875,covid
1384476925146451971,covid
1384432856500420608,covid
1384278928009748486,covid
1384260891407917062,covid
1384233478095478788,covid
1384232062786277382,covid
1384186979886108676,covid
1384170317547900934,covid
1384150247698358278,covid
1384120677196734472,covid
1384087995775557638,covid
1384030817463128066,covid
1383918057265897478,covid
1383883469562945541,covid
1383851873279430659,covid
1383851037732208640,covid
1383844196059009033,covid
1383787551467601924,covid
1383693973093453825,covid
1383678375684808705,covid
1383510841262108681,covid
1383370389183635457,covid
1383361672601952259,covid
1383356891145768966,covid
1383343229421056009,covid
1383341099410870275,covid
1383321456919027726,covid
1383296157984591875,covid
1383295241990512642,covid
1383291685224927235,covid
1383162672519262210,covid
1383121493228466181,covid
1383091384597368837,covid
1383089061565435904,covid
1383088617476784137,covid
1383084727435993097,covid
1383080459022782472,covid
1383073181334929425,covid
1383065032850874374,covid
1383064001471471617,covid
1383062924390977537,covid
1383031784548483072,covid
1383027514432499713,covid
1383016998708330501,covid
1383002630025281536,covid
1383002085705326592,covid
1382999339962920966,covid
1382912118161338369,covid
